state,city,year,storeType,price
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.57
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.83
BajaCalifornia,Tijuana,2007,Big Retail Store,5.89
Coahuila,Piedras Negras,2007,Big Retail Store,5.6
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.87
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.57
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.83
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.6
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.87
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.57
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.87
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.87
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.87
Sonora,Hermosillo,2007,Big Retail Store,5.57
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.87
BajaCalifornia,Tijuana,2007,Big Retail Store,5.88
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.87
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.57
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.87
BajaCalifornia,Tijuana,2007,Big Retail Store,5.87
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.87
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.5
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.87
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.87
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.8
Sonora,Hermosillo,2007,Big Retail Store,5.5
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.87
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.5
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.8
Sonora,Hermosillo,2007,Big Retail Store,5.5
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.87
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.83
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.8
Sonora,Hermosillo,2007,Big Retail Store,5.5
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.87
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.5
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.8
Sonora,Hermosillo,2007,Big Retail Store,5.5
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.87
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.5
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.8
Sonora,Hermosillo,2007,Big Retail Store,5.5
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.87
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.5
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.5
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.87
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.5
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.53
Sonora,Hermosillo,2007,Big Retail Store,5.5
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.87
BajaCalifornia,Tijuana,2007,Big Retail Store,5.83
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.5
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.63
Sonora,Hermosillo,2007,Big Retail Store,5.5
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.87
BajaCalifornia,Tijuana,2007,Big Retail Store,5.87
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.5
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.5
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.87
BajaCalifornia,Tijuana,2007,Big Retail Store,5.89
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.5
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.5
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.9
BajaCalifornia,Tijuana,2007,Big Retail Store,5.87
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.5
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.5
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.87
BajaCalifornia,Tijuana,2007,Big Retail Store,5.87
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.53
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.83
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.87
BajaCalifornia,Tijuana,2007,Big Retail Store,5.83
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.53
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.83
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.87
BajaCalifornia,Tijuana,2007,Big Retail Store,5.83
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.43
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.83
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.87
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.43
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.83
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.9
Tamaulipas,Tampico,2007,Big Retail Store,5.87
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.43
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.83
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.36
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.43
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.87
Sonora,Hermosillo,2007,Big Retail Store,5.83
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.87
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.43
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.87
Sonora,Hermosillo,2007,Big Retail Store,5.83
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.87
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.43
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.87
Sonora,Hermosillo,2007,Big Retail Store,5.83
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.87
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.43
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.47
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.87
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.43
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.37
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.87
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.43
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.37
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.87
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.43
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.03
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.83
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.83
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,4.83
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.83
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.83
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,4.7
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.83
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.5
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,4.7
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.83
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.5
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.83
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.83
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.5
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.83
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.83
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.5
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.83
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.83
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.5
Chihuahua,Chihuahua,2007,Big Retail Store,5.93
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.8
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.87
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.5
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.83
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.83
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.5
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.83
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.83
BajaCalifornia,Tijuana,2007,Big Retail Store,5.83
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.5
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.83
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.83
BajaCalifornia,Tijuana,2007,Big Retail Store,5.83
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.83
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.83
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.83
BajaCalifornia,Tijuana,2007,Big Retail Store,5.83
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.83
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.83
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.83
BajaCalifornia,Tijuana,2007,Big Retail Store,5.83
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.83
Chihuahua,Chihuahua,2007,Big Retail Store,5.87
NuevoLeon,Monterrey,2007,Big Retail Store,5.83
Sonora,Hermosillo,2007,Big Retail Store,5.83
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.83
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.83
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.8
Sonora,Hermosillo,2007,Big Retail Store,5.83
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.83
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.83
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.8
Sonora,Hermosillo,2007,Big Retail Store,5.83
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.83
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.5
Chihuahua,Chihuahua,2007,Big Retail Store,5.9
NuevoLeon,Monterrey,2007,Big Retail Store,5.8
Sonora,Hermosillo,2007,Big Retail Store,5.83
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.83
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.5
Chihuahua,Chihuahua,2007,Big Retail Store,6.19
NuevoLeon,Monterrey,2007,Big Retail Store,5.8
Sonora,Hermosillo,2007,Big Retail Store,5.83
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.83
BajaCalifornia,Tijuana,2007,Big Retail Store,5.85
Coahuila,Piedras Negras,2007,Big Retail Store,5.87
Tamaulipas,Nuevo Laredo,2007,Big Retail Store,5.5
Chihuahua,Chihuahua,2007,Big Retail Store,6.19
NuevoLeon,Monterrey,2007,Big Retail Store,5.8
Sonora,Hermosillo,2007,Big Retail Store,5.83
Tamaulipas,Cd. Victoria,2007,Big Retail Store,5.7
Tamaulipas,Tampico,2007,Big Retail Store,5.83
BajaCalifornia,Tijuana,2008,Mom and Pop Store,10.38
Coahuila,Piedras Negras,2008,Mom and Pop Store,9
NuevoLeon,Monterrey,2008,Mom and Pop Store,8.5
Sonora,Cd. Obregón,2008,Mom and Pop Store,10
Coahuila,Saltillo,2008,Mom and Pop Store,8.63
NuevoLeon,ZM Monterrey,2008,Mom and Pop Store,8.57
Sonora,Hermosillo,2008,Mom and Pop Store,11.5
Tamaulipas,Cd. Victoria,2008,Mom and Pop Store,9
Sonora,Nogales,2008,Mom and Pop Store,11
Tamaulipas,Matamoros,2008,Mom and Pop Store,9.67
Tamaulipas,Nuevo Laredo,2008,Mom and Pop Store,10
Chihuahua,Chihuahua,2008,Mom and Pop Store,10
Tamaulipas,Reynosa,2008,Mom and Pop Store,9.13
BajaCalifornia,Mexicali,2008,Mom and Pop Store,11.8
Chihuahua,Cd. Juárez,2008,Mom and Pop Store,8.63
Tamaulipas,Tampico,2008,Mom and Pop Store,10
BajaCalifornia,Tijuana,2008,Mom and Pop Store,10.5
Coahuila,Piedras Negras,2008,Mom and Pop Store,9
NuevoLeon,Monterrey,2008,Mom and Pop Store,8.5
Sonora,Cd. Obregón,2008,Mom and Pop Store,10
Coahuila,Saltillo,2008,Mom and Pop Store,9.13
NuevoLeon,ZM Monterrey,2008,Mom and Pop Store,8.57
Sonora,Hermosillo,2008,Mom and Pop Store,11.5
Tamaulipas,Cd. Victoria,2008,Mom and Pop Store,9
Sonora,Nogales,2008,Mom and Pop Store,11
Tamaulipas,Matamoros,2008,Mom and Pop Store,9.5
Tamaulipas,Nuevo Laredo,2008,Mom and Pop Store,10
Chihuahua,Chihuahua,2008,Mom and Pop Store,10
Tamaulipas,Reynosa,2008,Mom and Pop Store,10
BajaCalifornia,Mexicali,2008,Mom and Pop Store,11.8
Chihuahua,Cd. Juárez,2008,Mom and Pop Store,8.5
Tamaulipas,Tampico,2008,Mom and Pop Store,10
BajaCalifornia,Tijuana,2008,Mom and Pop Store,10.5
Coahuila,Piedras Negras,2008,Mom and Pop Store,9
NuevoLeon,Monterrey,2008,Mom and Pop Store,8.5
Sonora,Cd. Obregón,2008,Mom and Pop Store,10
Coahuila,Saltillo,2008,Mom and Pop Store,8.25
NuevoLeon,ZM Monterrey,2008,Mom and Pop Store,8.57
Sonora,Hermosillo,2008,Mom and Pop Store,11.5
Tamaulipas,Cd. Victoria,2008,Mom and Pop Store,9
Sonora,Nogales,2008,Mom and Pop Store,11
Tamaulipas,Matamoros,2008,Mom and Pop Store,9.5
Tamaulipas,Nuevo Laredo,2008,Mom and Pop Store,10
Chihuahua,Chihuahua,2008,Mom and Pop Store,10
Tamaulipas,Reynosa,2008,Mom and Pop Store,10
BajaCalifornia,Mexicali,2008,Mom and Pop Store,11.8
Chihuahua,Cd. Juárez,2008,Mom and Pop Store,8.63
Tamaulipas,Tampico,2008,Mom and Pop Store,10
BajaCalifornia,Tijuana,2008,Mom and Pop Store,10.5
Coahuila,Piedras Negras,2008,Mom and Pop Store,9
NuevoLeon,Monterrey,2008,Mom and Pop Store,8.5
Sonora,Cd. Obregón,2008,Mom and Pop Store,10
Coahuila,Saltillo,2008,Mom and Pop Store,8.25
NuevoLeon,ZM Monterrey,2008,Mom and Pop Store,8.5
Sonora,Hermosillo,2008,Mom and Pop Store,11.5
Tamaulipas,Cd. Victoria,2008,Mom and Pop Store,9
Sonora,Nogales,2008,Mom and Pop Store,11
Tamaulipas,Matamoros,2008,Mom and Pop Store,9.5
Tamaulipas,Nuevo Laredo,2008,Mom and Pop Store,10
Chihuahua,Chihuahua,2008,Mom and Pop Store,10
Tamaulipas,Reynosa,2008,Mom and Pop Store,10
BajaCalifornia,Mexicali,2008,Mom and Pop Store,11.8
Chihuahua,Cd. Juárez,2008,Mom and Pop Store,8.63
Tamaulipas,Tampico,2008,Mom and Pop Store,10
BajaCalifornia,Tijuana,2008,Mom and Pop Store,10.5
Coahuila,Piedras Negras,2008,Mom and Pop Store,9
NuevoLeon,Monterrey,2008,Mom and Pop Store,8.5
Sonora,Cd. Obregón,2008,Mom and Pop Store,10
Coahuila,Saltillo,2008,Mom and Pop Store,8.13
NuevoLeon,ZM Monterrey,2008,Mom and Pop Store,8.5
Sonora,Hermosillo,2008,Mom and Pop Store,11.5
Tamaulipas,Cd. Victoria,2008,Mom and Pop Store,9
Sonora,Nogales,2008,Mom and Pop Store,11
Tamaulipas,Matamoros,2008,Mom and Pop Store,9.5
Tamaulipas,Nuevo Laredo,2008,Mom and Pop Store,10
Chihuahua,Chihuahua,2008,Mom and Pop Store,10
Tamaulipas,Reynosa,2008,Mom and Pop Store,10
BajaCalifornia,Mexicali,2008,Mom and Pop Store,11.8
Chihuahua,Cd. Juárez,2008,Mom and Pop Store,8.63
Tamaulipas,Tampico,2008,Mom and Pop Store,10
BajaCalifornia,Tijuana,2008,Mom and Pop Store,10.5
Coahuila,Piedras Negras,2008,Mom and Pop Store,9
NuevoLeon,Monterrey,2008,Mom and Pop Store,8.5
Sonora,Cd. Obregón,2008,Mom and Pop Store,10
Coahuila,Saltillo,2008,Mom and Pop Store,8.13
NuevoLeon,ZM Monterrey,2008,Mom and Pop Store,8.5
Sonora,Hermosillo,2008,Mom and Pop Store,11.5
Tamaulipas,Cd. Victoria,2008,Mom and Pop Store,9
Sonora,Nogales,2008,Mom and Pop Store,11
Tamaulipas,Matamoros,2008,Mom and Pop Store,9.5
Tamaulipas,Nuevo Laredo,2008,Mom and Pop Store,10
Chihuahua,Chihuahua,2008,Mom and Pop Store,10
Tamaulipas,Reynosa,2008,Mom and Pop Store,10
BajaCalifornia,Mexicali,2008,Mom and Pop Store,11.8
Chihuahua,Cd. Juárez,2008,Mom and Pop Store,8.63
Tamaulipas,Tampico,2008,Mom and Pop Store,10
BajaCalifornia,Tijuana,2008,Mom and Pop Store,10.5
